XXX2736	(2 advertisements)
XXH0508	No Better Whiskey in Any Bottle. Wilson. ''That's All.''
XXX4118	Camel Cigarettes, Kool Cigarettes, Chevrolet Automobile (4 advertisements)
XXH1769	The Ambassador  Monarch of the Boardwalk  Stenton Ave. & Boardwalk - Atlantic City  A Kirkeby Hotel
XXX5508	Swern's department store, Philco television sets (2 advertisements)
XXX5513	now try Krueger--a true ale.
XXX0516	Kelly tires (2 advertisements)
XXH2724	''American'' Marches Ahead - from Maine to Florida! Amoco, American Gas
XXX2246	Colgate's Soaps Perfumes
XXH1555	in New Jersey too, it's Thermoid  Industrial Rubber Products  V-Belts - Belting - Hose Packings - Brake Linings
XXG0338	5121 Trenton Boys are fighting for you Fight For Them!  Buy Bonds
XXX3340	Maxwell Did it!
XXH1215	Call for Calvert
XXX1980	Untitled
XXH2252	Ride on 24 pounds of Air... Cornell Air-Clipper  Pep Boys Manny, Moe & Jack
XXH3310	''EVERVESS Yes, Yes!'' The _finest_ Sparkling Water!
XXX0482	Gold Dust cleaner, unknown, Billboard Space (3 advertisements)
XXH0500	Ginger Ale, Alcoholic Beverages, ale, beer, Beer (3 advertisements)
XXX5240	2 1/2 miles ahead.  Log Cabin.  Snapper Soup.  Lunches.  Full Course Dinners
XXH3716	Best Place to Shop in Atlantic City
XXH1743	Relax and Play at Famous Steel Pier  Atlantic City  World's Finest Amusements
XXH3388	Alcoholic Beverages, beer, Alcoholic Beverages, beer (2 advertisements)
XXX4316	R & H Beer
XXH3262	Beer, Beer (2 advertisements)
XXX1757	Restaurant, drugstore (2 advertisements)
XXX0623	Untitled
XXH1443	Paints, Tacony-Palmrya Bridge (2 advertisements)
XXH0550	Coca-Cola, Diamonds, Dancing (3 advertisements)
XXH3476	For Truckers Only...
XXX2171	Ask your grocer for Pillsbury's best
XXH1859	Atlantic City Race Track  Aug 9th Thru Sept. 25th 1 Mile Ahead - Left around circle
XXX4918	Clear Heads Choose Calvert Whiskey
XXX2588	Lee Tires
XXH1557	in New Jersey too, it's Thermoid  Industrial Rubber Products  V-Belts - Belting - Hose Packings - Brake Linings
XXH1631	Cigarettes, Beer, Pie-Crust (3 advertisements)
XXX3571	R. C. Maxwell Co. Trenton New York Philadelphia
XXX3313	Old Gold Cigarettes, Child's Restaurant, Noxzema Skin Cream, Steel Pier Theater, Steel Pier Advertising, Atlantic City tourism, Ford Exhibition (7 advertisements)
XXX4349	Hotel Traymore, Kool Cigarettes, Renault Champagne (3 advertisements)
XXX2106	Hotel Plymouth, Breyer's ICe Cream (2 advertisements)
XXX2714	Jantzen Swim Suits, Steel Pier Entertainment, Amos n' Andy Radio Show, Ballantine's Whiskey (4 advertisements)
XXH1337	Say Seagram's and be Sure
XXX3088	Untitled
XXX2063	use Essolube The ''Esso'' of Motor Oils
XXX3478	The Complete Car--Completely New
XXH2844	Untitled
XXG0002	Diamonds, Jos. W. Cohen
XXH0776	For points South use the Pennsville Ferry
XXX3562	Shell Service Ahead Shell will clean it in a jiffy
XXH2282	health care, hotel accommodations, Seafood Restaurant (3 advertisements)
XXH0530	2 Miles Ahead on Your Left. Greyhound Post House. Stop! Where the Greyhound Buses Stop. Open All Night. for Fine Food Moderate Prices
XXH1250	Untitled
XXH2434	Paint, hotel accommodations, Seafood Restaurant (3 advertisements)
XXX3551	Packard Six Automobie, White Owl Cigar, Buick Automobile (3 advertisements)
XXH0555	Get Balanced Health Protection
XXX3345	Maxwell Signs, Maxwell Signs, Golden Wedding Whiskey (3 advertisements)
XXH3014	F.H.A. Loans For Winter Comfort  Trenton Trust Co.  Insulation - Storm Sash - Heating Systems - Apartments - Repairs
XXX3993	Atlantic White Flash
XXX4507	Buy Direct at the factory Suits Topcoats and Overcoats Wul-tex Factory Salesroom
XXX0041	Untitled
XXX0140	Great Northern Hotel.  Rooms with bath $2.00 up - Suites $4.00 up
XXH0432	Raleigh Cigarettes
XXH0960	In Jersey It's Hensler's
XXH1920	At the Inlet  Captain Starn's Sea Food Restaurant and Bar
XXX1112	Tobacco, Cigar, Clothes, Clothing (3 advertisements)
XXH2908	Whiskey, Banking [bank] (2 advertisements)
XXX2934	Heinz over-baked beans, Alcoholic Beverages, ale, beer (3 advertisements)
XXX2964	Kelly Tires
XXH0825	Hot Dawg! Yankee Maid Frankfurters are coming back!
XXX1052	ginger mint julep, Clothes, Clothing, railroad transportation (3 advertisements)
XXH1141	Relax... Enjoy Krueger Beer & Ale
XXX5112	Alcoholic Beverages, ale, beer, dodge car dealer (2 advertisements)
XXX4761	White Flash Plus
XXX2509	Whiskey, Gasoline, Theater (3 advertisements)
XXX1553	(Ointment), Automobile car Six, Automobile car Six, Laxative (4 advertisements)
XXX2232	Lorraine Hair Products, O'Keefe Ginger Ale (2 advertisements)
XXX1854	Coca-Cola
XXX0305	Phenol Sodique Medicine, Coca-Cola soft drink (2 advertisements)
XXX5118	Untitled
XXX0411	Untitled
XXG0059	James Brenner Co. Diamond Jewelers
XXX3267	Sun Proof Paint Covers Better Lasts Longer
XXH0178	Look before you cross.  9600 walkers killed in 10 years.
XXG0216	Untitled
XXX3585	Jacob Ruppert Beer famous for flavor
XXH1568	Pepsi-Cola, Army & Navy Workclothes & Sportswear (2 advertisements)
XXX0644	Coca-Cola soft drink, Munson Cruise (2 advertisements)
XXH0337	Sisser Bros. Moving Allied Van Lines, Inc. agents  Cuts Moving Problems  Storage Express
XXX3948	Three Feathers
XXX4798	Automotive repair store, Rhea Lightning Rod (2 advertisements)
XXX3185	Coca-Cola
XXH1661	Beans in Tomato Sauce, Sportswear, [Whiskey?] (3 advertisements)
XXX4586	No-Nox Ethyl gas, Three Feathers Whiskey, Liqour (2 advertisements)
XXH2684	Largest Furniture House in New England
XXX1219	Paints and Varnishes, FAB deterergent (2 advertisements)
XXH3624	In New Jersey Esso... means standard oil
XXX4435	Better because Brewed Solely Of Malt and Hops
XXH0899	Philip Morris Cigarettes, See them made here
XXX3691	''That's All''
XXX3154	Noxzema Face Cream, Schenley whiskey (2 advertisements)
XXX4320	Hotel Hildebrecht 225 Rooms-Baths Trenton
XXX3725	Child's
XXX3927	Three Feathers
XXX0862	Coca-Cola Soda, Kelly Tires, Bromo Seltzer [Bromo-Seltzer] Headache Medicine (3 advertisements)
XXX4077	No Climb No Bind No Buttons
XXX0189	malted milk, Clothes, Clothing (2 advertisements)
XXH1678	Light R & H Beer
XXH0622	Enjoy Hoffman Beer   Buy Victory Bonds
XXX5531	don't miss the Polar Party, Gala Opening Here Jan. 18,19, 20.  Free Gifts for Everyone.
XXX2202	Soft Drinks, silk hosiery (2 advertisements)
XXH3492	Jones Quality Haps
XXX5468	Philco television sets, Swern's department store (2 advertisements)
XXX4932	Illegible
XXH0840	Restaurant, hotel accommodations (2 advertisements)
XXH1802	Straight Ahead Simms Restaurant  Ocean City  Free Boardwalk Parking
XXH1034	Cigarettes, Beer (2 advertisements)
XXH3604	Untitled
XXX5197	Rely on your brakes instead of your horn
XXX0128	R.A. Donnelly
XXX4014	Hotel Plymouth
XXX2347	Essolene Gasoline, Copeland Refrigeration (2 advertisements)
XXX4645	Your Favorites follow you to the Shore
XXX4512	17 miles to City hall the home of Stetson Hats
XXH1189	Have YOU tasted Feigenspan
XXH3640	Carstairs White Seal, the perfectly balanced blend
XXH0909	In Atlantic City. Enjoy a delicious hot Taylor Pork Roll Sandwich. On Boardwalk near Kentucky
XXX5413	Fineburgs'.  Kelly Springfield Tires.
XXX2846	Kool Cigarettes
XXH1608	... for a STRONGER AMERICA  The American Legion
XXX0324	Murad's Turkish Cigarette's
XXX3195	Camels
XXH0472	Coca-Cola, Beer (2 advertisements)
XXX5559	Chrysler Plymouth automobiles, Chrysler automobile engines (2 advertisements)
XXX1934	Brookfield Butter, Copeland Binders, Banking [bank] (3 advertisements)
XXX1591	J.E. Stevenson Co.
XXX2778	When its an exide you start
XXX1503	Untitled
XXX5074	Switch to Calvert Tastes Better!
XXX5023	N/A
XXH1487	Untitled
XXX5025	N/A
XXX3339	Sherwin-Williams Paints, Four Roses and Paul Jones Whiskeys, Coca-Cola Soda (3 advertisements)
XXX3285	Transit Buses (Transportation), automobiles, cars (2 advertisements)
XXX2519	safe! Tires by Lee of Conshohocken
XXH0291	Chevrolet's First Again!  Eye it-  Try it-  Buy it!  See your local Chevrolet Dealer
XXX0559	Gillette Safety Razor
XXX4570	Three Feathers
XXH1836	In Ocean City it's Stainton's Department Store  3 Floors of Quality Merchandise
XXH2034	16 Miles to Flemingto  Home of Flemington Fur Co.
XXX0980	Buy this flour because Pillsbury's Best
XXG0199	Stenography & Reporting Co. Ltd. Modern Print Shop
XXH1857	Atlantic City Race Track [rest of headline unclear]
XXX0186	Rinek Rope
XXH3191	Horse Racing, [Travel Destination?] (2 advertisements)
XXH3508	Lincoln-Mercury New Brunswick
XXH2694	Standard's Challenge to Gasoline, Essoline, Guarantees Smoother Performance
XXH1764	Headache medication, Frankfurters, Whiskey, [Outdoor Advertising?], Beer (5 advertisements)
XXH3526	Schaeffer
XXX5261	Budweiser.  Preferred Everywhere.
XXX5401	Enjoy Racing.  Atlantic City Race Course.  1 Mile Ahead.
XXH0763	Enjoy Hoffman Club Soda. Sparkling Water Keeps Drinks ALIVE
XXX5299	Camel cigarettes, Schlitz beer (2 advertisements)
XXH2219	Trenton Old Stock Beer  Peoples Brewing Company
XXH1398	Say Seagram's
XXH0384	No Better Whiskey in Any Bottle  Wilson  ''That's All''
XXH0509	No Better Whiskey in Any Bottle. Wilson. ''That's All.''
XXX1102c	Chesterfield
XXX1348	Oldsmobile Cars, Hotel Apollo, Phenix Cheeses, James's Salt Water Taffy (4 advertisements)
XXX1450	Coca-Cola, Clothes, Clothing (2 advertisements)
XXH0134	Welcome to Philadelphia...the home of Stetson Hats.  17 miles to city hall.
XXH0914	Motor Oil, Real Estate (2 advertisements)
XXH0624	Enjoy Hoffman Beer   Buy Victory Bonds
XXX1368	Goverment figures prove it- the fastest growing cigarette in the United States is Chesterfield
XXH2481	Straight Ahead 1 1/2 Miles to New Washington Hotel  Room with Bath  Bar & Grill  famous for fine food  Since 1904
XXX0778	Society Brand Clothes For Young Men and Men Who Stay Young
XXH0713	Laundry & Dry Cleaning, Coca-Cola, Whiskey (3 advertisements)
XXH0260	Budd
XXX1415	Oldsmobile 6 (Six), Wrigley's Spearmint Gum (2 advertisements)
XXX3026	Untitled
XXH2476	traditionally fine  Schaefer Beer
XXH2100	Used Automobiles, Gasoline? (2 advertisements)
XXH0950	Visit Hamid's Million Dollar Pier
XXH3389	Alcoholic Beverages, beer, Alcoholic Beverages, beer (2 advertisements)
XXH3619	Yankee Maid Frankfurters - THe Brand with the Band
XXX2330	Camel
XXG0113	Vacuum Cup Tires 6000 Mile Tires
XXH1199	5 miles to Trenton and the Hotel Stacy-Trent
XXH0968	Cigarettes, Salt Water Taffy (2 advertisements)
XXG0274	Chewing Gum, Malted Milk (2 advertisements)
XXX5394	Enjoy Racing.  Atlantic City Race Course.
XXX2681	Hotel Apollo, Kool cigarettes (2 advertisements)
XXX2713	Kool Cigarettes, Exide Batteries (2 advertisements)
XXH3708	Sold direct from factory to you at considerable lower prices
XXX2290	Camel Cigarettes, Doyle's Billiards (2 advertisements)
XXH0525	P.O.N Feigenspan Beer & Ale [overlapped headlines]
XXH0590	Untitled
XXX0973	Boyce Gasoline (2 advertisements)
XXH2011	Stacy Trent Garage  Pontiac Sales and Service  Eldridge & Eldridge 224 W. Hanover St. Trenton
XXX5527	now try Krueger--a true ale.
XXX3210	Soft Drinks, oil and gasoline, Whiskey (3 advertisements)
XXX2969	restaurant (2 advertisements)
XXH2883	Say Seagram's and Be SURE  Fine Whiskies Since 1857
XXX2885	Coal, Charity (2 advertisements)
XXX4610	Come to Hamid's Million Dollar Pier
XXX1294	Coffee, Coca-Cola soft drink, R.C. Maxwell Co. sign space (3 advertisements)
XXH0889	Philip Morris cigarettes, tobacco products, Ice Capades, entertainment (2 advertisements)
XXX1829	Coca-Cola Soft Drink, Kirk-Parrish Co Apparel, Jantzen Swim Suits (3 advertisements)
XXX0039	Follow the Arrow and You Follow the Style
XXX3053	Amoco Oil & Gas
XXH1298	51 Gauge Nylons Sold Direct from Factory to You  Buy from us and Save  Elwood Hosiery Mills Factory Outlet Black Horse Pike Across the Rd.
XXX3133	Noxzema Cream, Schenley Whiskey, Camels Cigarettes, Ballantine's Beer and Ale, Jantzen Swim Suits, Exide Batteries, M.E. Blatt Department Store (7 advertisements)
XXH2734	Untitled
XXH2137	hotel accommodations, Seafood Restaurant (2 advertisements)
XXH0135	Real Estate  Insurance  Chas. N. Schragger Incorporated
XXX3075	Untitled
XXX2035	Cover the Earth
XXX3508	Camel cigarettes, Chevrolet car dealer, liquer, scotch, whiskey, Planters Peanuts, Coca-Cola, Canadian Club (6 advertisements)
XXX2930b	100,000 miles without motor repairs without carbon removal thanks to Atlantic
XXX3098	Chevrolet Cars, Stacey-Trent Hotel (2 advertisements)
XXX5595	Untitled
XXX0924	N/A
XXX0372	Adams Gum, H.Janapoll Wall paper and Paint (2 advertisements)
XXH1427	Grocery Stores, hotel accommodations, Punch (3 advertisements)
XXX0678	Horlick's Malted Milk, Phenol Sodique Medicine (2 advertisements)
XXH1013	Cigarettes, Restaurant, Salt Water Taffy (3 advertisements)
XXX3537	I.E.S. Lamps
XXX2205	Coca-Cola
XXX3084	Untitled
XXX4912	White Label Beer and Ale, All Beef Frankfurters (2 advertisements)
XXX2811	They Hug the Road Lee k-90 Tires
XXH0918	America's Favorite Gasoline. Mobilgas.
XXX4517	We guard your health Stacy laundry service
XXX4964	Welcome to Philapdelphia Home of Stetson Hats
XXX3424	Young's Blue Ribbon Coal
XXX2104	Essolene guarantees smoother performance
XXX5346	We're heading for Wildwood...World's Finest and Safest Bathing Beach.  By-the-Sea, NJ.
XXH3039	For Greater Values  Join the American Party  American Amoco Gas
XXG0245	Pennsylvania Vacuum Cup Tires
XXH0177	Say Seagram's...and be sure of pre-war quality.   Fine Whiskies Since 1857.
XXX3888	Cigarettes, Headache Medicine (2 advertisements)
XXH0716	Gulf
XXH1289	Beer, Used Cars (2 advertisements)
XXX2465	Sinclair Opaline Motor Oil, Bromo-Seltzer [Bromo Seltzer] headache medicine, White Spot Restaurant (3 advertisements)
XXX1686	Drink Mavis Its Real Chocolate
XXX0255	Vaccum Cup Tires
XXX1196	Thermoid Brake Lining Did you do it?
XXH0663	Buy direct from Jersey's largest fur factory
XXH3713	Buy and Save at Jack Altman's Pembroke Clothes
XXH1785	hotel accommodations, hotel accommodations (2 advertisements)
XXH0854	Cigarettes (2 advertisements)
XXH0942	Free Travel Bureau
XXX1107	Freeman-Church Co.
XXH3048	Camels  First on Land and Sea... and in the Air!
XXG0242	Delion Tires, Standard Gasoline (2 advertisements)
XXH3139	an Unusual Hotel  The Crillon  Indiana and Pacific  Moderate Rate  Free Parking  Continental Plan
XXX1487	Ansco Film, Dr. Kahler Shoes, Bromo Seltzer [Bromo-Seltzer] Headache Medicine (3 advertisements)
XXH0678	Schmidt's Beer and Ale
XXX4194	Hensler's Beer and Ale, Hotel Seville (3 advertisements)
XXX1580	hotel, headache medicine (2 advertisements)
XXX3611	Clever Heads Call for Calvert Whiskies
XXH1929	KINSEY  Blended Whiskey - High Proof Gin  That Noble, Noble Flavor!
XXX0784	Keep smiling with Kellys
XXH0533	New Royal Portable with Magic margin and other Standard Makes. PRIOR Typewriter Exchange 232 E. State St.
XXH0329	No Better Whiskey in Any Bottle  Wilson Whiskey  ''That's All''
XXX3959	Paterson Parchment Paper Company
XXX1941	Smoke a fresh Cigarette Camel in the humidor pack
XXX1083	Coca-Cola Soda, El Producto Cigars, Cook's Flooring, Wrigley's Gum (4 advertisements)
XXX0529	Untitled
XXX1793	Bromo Seltzer [Bromo-Seltzer], Emerson's Ginger Mint gum, General Electric (3 advertisements)
XXX2409	Motion Pictures, Movies, Tobacco Products, Cigarettes, Automobile Manufacturers, Dental Care Products, Coca-Cola, Soft Drinks (5 advertisements)
XXH3601	Ice Cream De Luxe ''A'' Milk - Fine Dairy Products Since 1876
XXH1094	WELCOME Bottlers of Coca-Cola  The R.C. Maxwell Co.
XXH2376	Ham, Gasoline, Chevrolet automobiles (3 advertisements)
XXX3879	Electricity (and others), Motor Oil (and Gas), Soft Drink, Whiskey (4 advertisements)
XXH1922	At the Inlet  Captain Starn's Sea Food Restaurant and Bar
XXX3055	Untitled
XXX0556	Clothes, Clothing, Soft Drink (2 advertisements)
XXH1081	R.C. Maxwell Co., Gasoline (2 advertisements)
XXX2915	Financial services, Dry Cleaning (2 advertisements)
XXX4561	Kool cigarettes, Schmidt's beer, laxative, headache medicine (4 advertisements)
XXX2302	Sherwin-Williams Paints, Prince Albert Pipe Tobacco, Warner Theater (3 advertisements)
XXX3198	Camel cigarettes, Kool cigarettes, Chevrolet car dealer (3 advertisements)
XXX2634	Spud cigarettes, Sherwin-Williams Paints, Warner Theater (3 advertisements)
XXH3062	Straight Ahead To Kents  Three Restaurants - Atlantic City  Fine Food - Reasonable Prices
XXX1777	Harry Harold Hatter
XXH0811	Now Sam Gerson Philadelphia
XXX2782	Stetson Hats harry Harrold Hatter a size and shape for every head
XXX1390	Horlick's Malted Milk, Hotel Apollo (2 advertisements)
XXH2134	[Hotel?], [Hotel?], hotel accommodations (3 advertisements)
XXH2292	Bunting  America's Finest Chaise $49.95
XXX2031	Cover The Earth
XXH0404	No Better Whiskey in Any Bottle. Wilson. ''That's all''
XXX4837	Good Luck
XXX5564	Now let's all buy bonds.
XXX2098	Essolene guarantees smoother performance
XXX4890	Harwood's Canadian
XXX1690	Drink Coca-Cola Delicious and Refreshing
XXH3229	Say Seagram's and be _SURE_
XXX4872	Knickerbocker Hotel
XXX0350	Coca-Cola Soft Drink, Kelly Tires, Horlick's Malted Milk, Luden's Cough Drops (4 advertisements)
XXX4509	Dobler Beer and Ales P.O.N.
XXH3711	Buy and Save at Jack Altman's Pembroke Clothes
XXX2380	N/A
XXX3019	Four Roses Paul Jones Whiskey, Sherwin-Williams Paints, Spud Cigarettes, Warner Theater (4 advertisements)
XXX1621	Mavis
XXH2212	Headache Medication, Frankfurters, [Whiskey?] (4 advertisements)
XXX0702	cigars, safety razor, cigarettes (3 advertisements)
XXX2066	Trenton's New Fireproof Hotel Hildebrecht
XXX4899	Harwood's Canadian
XXX1708	Furniture, Overalls and Trousers (2 advertisements)
XXH3210	The Ambassador  Atlantic City  Monarch of the Boardwalk  For Year Round Recreation
XXX3856	Wilson ''that's all''
XXH1278	Newspaper, Gasoline (2 advertisements)
XXH1540	Trommer's- Always Good
XXX0880	Coca-Cola Soda, Piedmont Cigarettes, Van Raalte Stockings (3 advertisements)
XXX0948	Coca-Cola, N/A (2 advertisements)
XXX1133	None
XXX4906	N/A
XXH3057	Cigarettes, Beer, Film [camera film] (4 advertisements)
XXH3007	Tires / Automotive Service, Furs (3 advertisements)
XXX2275	Julep Drink, Bromo Seltzer [Bromo-Seltzer] headache medicine (2 advertisements)
XXX5273	Budweiser
XXX4546	Call for Calvert
XXX5191	Switch to Calvert Tastes Better!
XXH1877	Atlantic City Race Track  Aug. 9th Thru Sept. 25th  Turn Left on Route 39
XXX5618	a better beer...naturally.  Gretz.
XXH1396	Say Seagram's and be SURE  Fine Whiskies Since 1857
XXX1759	Prescriptions!
XXX5001	Monday Moaning
XXH2963	Untitled
XXX2695	Kool Cigarettes, Exide Batteries (2 advertisements)
XXH1679	Pepsi-Cola ..... tops
XXX3299	Happy motoring starts at this sign buy at the Esso sign
XXH2472	Pabst Blue Ribbon
XXX3978	Brock's Garage
XXX5556	In whiskey it's the Taste that counts.  Calvert Challenges Comparison.
XXH0250	Hoffman Beer, Hygrade frankfurters (2 advertisements)
XXX4057	Three Feathers
XXX0426	Snowdrift Cooking Fat, Blauner's Clothing Store (2 advertisements)
XXH0585	Untitled
XXH3407	Welcome to Philadelphia, Home of Stetson Hats
XXH3571	50th Anniversary, Visit Steel Pier, World's Finest Entertainment
XXX2479	Sinclair Pennsylvania Motor Oil
XXX2724	Untitled
XXH3548	Trommer's white label premium beer brewed solely of Malt and hops
XXH0861	Cover the Earth
XXX5363	Yankee Maid frankfurters
XXX2216	A-B Ginger Ale, cigars (2 advertisements)
XXX3998	Atlantic White Flash
XXX2711	Kool Cigarettes, Hotel Apollo, Hotel Apollo, Exide Batteries, Stanley Theater (5 advertisements)
XXH0608	You Put it first in Sales   We Keep it first in Value
XXX1917	Granite Full Fashioned Silk Stockings
XXX1654	Camel Cigarettes, Prince Albert Cigarettes (2 advertisements)
XXX4307	Untitled
XXH2746	Avoid Traffic! Free Garage. Hotel Albert
XXX4303	Jantzen New Wisp-o-Weight Swimsuits
XXH1873	33 Miles to Phila.  Esslinger's Beer  Ale
XXH2339	[unclear]
XXX1159	They Satisfy
XXX4755	Nassau Tavern the Yankee Doodle Tap Room
XXX3454	Benjamin Franklin
XXH1582	international exposition  Starting June 1947  Atlantic City
XXX2411	Tobacco Products, Cigarettes, Tobacco Products, Cigarettes, Tobacco Products, Cigarettes, Theater (4 advertisements)
XXH3790	One of New Jersey's Largest
XXX3782	''That's All''
XXX3030	Untitled
XXX1763	Old Gold-- the smoother and better cigarette
XXX4643	Your Favorites follow you to the Shore
XXX2305	Cover the Earth Sherwin-Williams Paints
XXH1008	Pier / Beach, Pier / Beach / Dancing, Whiskey, Paints (4 advertisements)
XXH3348	another gift from the Christmas store
XXX3827	Quality Whiskey since 1823 Wilson ''thats all''
XXH2917	Untitled
XXX4393	Untitled
XXX3043	Mount Vernon
XXX4722	Princeton, WCAU, Cigarettes (3 advertisements)
XXX1375	Lucky Strike Cigarettes, Coca-Cola Soft Drink, Oldsmobile Six car, Horlick's Malted Milk, El Producto Cigar (5 advertisements)
XXH2942	in New Jersey it's Thermoid  Automotive Products  Brake Linings - Cluttch Facings - Fan Belts - Radiator Hose
XXX2486	Untitled
XXH0855	Laxatives, Headache Relief / Medicine, Beer, movies, films (4 advertisements)
XXX4362	Untitled
XXH1075	Great for 2 Big Reasons  1. ''Flavor Peaked'' Base Whiskies  2. ''Velveted'' Spirits  IMPERIAL
XXH2885	Say Seagram's and Be SURE  Fine Whiskies Since 1857
XXH2355	The Jefferson and Monticello Hotels  Coach & Four Inn  Also Plantation Room  Kentucky Ave. near Boardwalk
XXH1899	Rebuilt Motor Engines, Automotive Products (2 advertisements)
XXG0240	Hotel Seville Fifith Ave & 29th St. New York
XXX2895	whiskey, paints, SPUD cigarettes (3 advertisements)
XXH1129	I. J. Fox  America's Largest Furrier
XXX3763	Texaco Gasoline Station, Hotel Empire (3 advertisements)
XXX0739	Krueger's Special
XXH2127	Stacy-Trent Garage  Pontiac  Eldridge & Eldridge
XXG0168	Bevo soft drink, Coca-Cola, unknown (3 advertisements)
XXX3883	Motor Oil (and Gas), Soft Drinks, Whiskey (3 advertisements)
XXH1370	automobiles, cars, Gum, Peanuts, Whiskey (4 advertisements)
XXX2244	You'll Come to Colgate's Soaps Perfumes by degrees
XXX3482	Winter Conditioned
XXX0508	turkish cigarettes, wrenches (2 advertisements)
XXX3503	Camels
XXH2527	Beer, Coca-Cola (2 advertisements)
XXH3205	an Unusual Hotel  The Crillon  Moderate Rate  Free Parking  Continental Plan
XXX4995	Krueger
XXH3167	Fox Art Fur Company  fine Furs  Moderately Priced  137 So. Broad St. Trenton N.J.
XXH3417	Untitled
XXX1085	Cook's Linoleum for dinning rooms and hotels
XXX1047	Atlantic City Pageant
XXH3731	Untitled
XXH2266	Turn Left next Traffic Light for Duffy Tire Co. 28-30 Passaic St.  The General Tire
XXH3430	Barbarossa  The Premium Beer  Brewed in Cincinnati
XXX3134	Noxzema Cream, Camels Cigarettes, Ballantine's Beer and Ale, Jantzen Swim Suits, Exide Batteries, Chesterfield Cigarettes, Ford V-8 Automobile (7 advertisements)
XXX0089	Kelly Tires
XXH0681	Jersey Maid Dairies  Milk and Ice Cream
XXX1416	They Satisfy
XXX5551	7 Mi. Ahead.  Dutch Maid Motels.  Next to Howard Johnson's.  70 Rooms--with showers and television.
XXX3930	Three Feathers
XXX3561	Ask for Three Feathers Whiskey
XXH3733	Untitled
XXH2688	Untitled
XXH2138	hotel accommodations, Seafood Restaurant, Salt Water Taffy (3 advertisements)
XXH1261	One Block  Food Fair  Serve Yourself the best... pay less!
XXX3093	N/A, Ferry (2 advertisements)
XXX4471	Coca-Cola Bottling Company
XXX4480	Coca-Cola Bottling Company
XXX2624	Amoco Oil and Gasoline, Stanley Theater (3 advertisements)
XXH2750	AMOCO American Gas
XXX2476	your car does its best with Essolene guarantees smoother performance
XXH1778	Hotel President  $3.00
XXX1186	Society Brand Clothes, Fleisher Yarns (2 advertisements)
XXH2679	''Drink Seitz Beer''
XXX3480	Seafood, Motor Oil (2 advertisements)
XXH2031	[...]  Flemington Fur Co.
XXX3999	Atlantic White Flash
XXX4791	Trommer's The Malt Beer
XXX2947	P.O.N.
XXH2278	Whiskey, Coca-Cola, Rice Krispies / Cereal, Beer (4 advertisements)
XXX1522	The Star Hacksaw Hardware Men Greetings
XXX1143	Tobacco, Cigarettes, Clothes, Clothing (3 advertisements)
XXH0370	Untitled
XXH2015	9 out of 10 buy Imperial again!
XXH2678	''Drink Seitz Beer''
XXH2927	Keep politics out of this picture... National Education Campaign - American Medical Association
XXH0389	Wilson Whiskey, Stetson straw hats, Schmidt's Beer Ale (3 advertisements)
XXH1513	Untitled
XXH1879	Atlantic City Race Track  Aug. 9th Thru Sept. 25th  Turn Left on Route 39
XXH2303	Millions like you like KINSEY  Fine Blended Whiskey
XXH0607	You Put it first in Sales   We Keep it first in Value
XXX3567	Untitled
XXX3531	Esso
XXX0333	Gillette razor, Vacuum Cup Tires, Coca-Cola Soda, Kelly Tires, Horlick's Milk, Luden's cough drops (6 advertisements)
XXX2712	Kool Cigarettes, Hotel Apollo, Hotel Apollo, Exide Batteries, Stanley Theater (5 advertisements)
XXH1228	Untitled
XXX1974	Untitled
XXX4617	Thrist asks nothing more
XXX3156	Noxzema
XXX1376	Lucky Strike Cigarettes, Coca-Cola Soft Drink, Oldsmobile Six car, Horlick's Malted Milk, El Producto Cigar, FatimaCigarettes, Horlick's Malted Milk (7 advertisements)
XXX2879	It's a knockout!
XXX1631	Refresh Yourself
XXX5603	Schmidt's beer, ale, of Philadelphia
XXX5306	Sherwin-Williams paints, Budweiser beer, Schlitz beer (3 advertisements)
XXX2606	Steel Pier
XXX2604	Sunkist Bigger Jucier More for your MoneyFor Viogorous Winter Health California Seedless Navels
XXX2595	Untitled
XXX3839	Quality Whiskey since 1823 Wilson ''thats all''
XXX1090	Alco Wash, Betholine Gasoline (2 advertisements)
XXX4691	Thirst ask nothing more
XXX0824	N/A
XXX1330	They Satisfy
XXX3800	Soft Drink, Whiskey, Paint (3 advertisements)
XXX5203	Sleep -E -Hollow Village Motel
XXH2922	Untitled
XXX3192	blue ribbon coal, loaf bread (2 advertisements)
XXH1030	Motor Oil (2 advertisements)
XXH1534	Lee's for Gifts- If you like nice things
XXH3099	hotel accommodations, Pier Entertainment (2 advertisements)
XXX3712	Drink Coca-Cola delicious and refreshing
XXH3535	For Pleasant Moments, PM
XXX3722	Hotel Hildebrecht
XXH3215	Excellence without Extravagance  Hotel Traymore  Boardwalk at Illinois Ave.  Dancing  Famous Submarine Grill
XXG0228	Schenck's pill for constipation (2 advertisements)
XXX0157	Tobacco, Dupont (2 advertisements)
XXH0507	No Better Whiskey in Any Bottle. Wilson. ''That's All.''
XXX4844	Wilson
XXX2083	Best - Because It's ''Balenced''
XXX4382a	Atlantic White Flash for top performance
XXG0267	Pledge You Quarters For Victory! Buy and Invest weekly in War Savings Stamps
XXX3524	Untitled
XXX1076	Piedmont the Virginia Cigarette The steady smoke ofr steady men
